# ----------------------------------------
# PHCompany.com (Reporting)
# Demand Report
# 20161126-20161126
# ----------------------------------------

Hour of Day,Device Category,Event Label,Check In Date,Check Out Date,Number of Adults,Number of Children,Number of Rooms,Hits
2016112617,tablet,The St David's Hotel,09/01/2017,11/01/2017,2,0,1,1
2016112617,tablet,The St David's Hotel,20/01/2017,22/01/2017,2,0,1,1
2016112617,tablet,Warbrook House,24/12/2016,27/12/2016,2,0,1,1
2016112618,desktop,Blythswood Square Hotel,21/04/2017,22/04/2017,2,0,1,1
2016112618,desktop,Blythswood Square Hotel,22/04/2017,23/04/2017,2,0,1,1
2016112618,desktop,Choose a destination,18/03/2017,19/03/2017,2,0,1,1
2016112618,desktop,De Vere Alexandra House,15/01/2017,16/01/2017,2,0,1,1
2016112618,desktop,De Vere Beaumont Estate,18/03/2017,19/03/2017,2,0,1,1
2016112618,desktop,De Vere Beaumont Estate,31/03/2017,01/04/2017,2,2,1,1
2016112618,desktop,De Vere Cotswold Water Park,01/04/2017,02/04/2017,2,0,1,1
2016112618,desktop,De Vere Cotswold Water Park,02/12/2016,04/12/2016,2,0,1,1
2016112618,desktop,De Vere Cotswold Water Park,16/12/2016,17/12/2016,2,0,1,1
2016112618,desktop,De Vere Devonport House,02/12/2016,03/12/2016,2,0,2,2
2016112618,desktop,De Vere Devonport House,08/12/2016,09/12/2016,2,0,1,1
2016112618,desktop,De Vere Devonport House,17/12/2016,18/12/2016,2,0,1,1
2016112618,desktop,De Vere Horsley Estate,04/12/2016,06/12/2016,2,0,1,1
2016112618,desktop,De Vere Horsley Estate,25/12/2016,27/12/2016,2,0,1,1
2016112618,desktop,De Vere Latimer Estate,02/12/2016,04/12/2016,2,0,1,1
2016112618,desktop,De Vere Orchard Hotel,17/12/2016,18/12/2016,2,0,1,1
2016112618,desktop,De Vere Orchard Hotel,25/02/2017,26/02/2017,2,0,1,1
2016112618,desktop,De Vere Oxford Thames,06/12/2016,07/12/2016,2,0,1,1
2016112618,desktop,De Vere Tortworth Estate,02/12/2016,04/12/2016,2,0,1,1
2016112618,desktop,De Vere Tortworth Estate,03/01/2017,04/01/2017,2,0,1,1
2016112618,desktop,De Vere Tortworth Estate,05/12/2016,07/12/2016,2,0,1,1
2016112618,desktop,De Vere Tortworth Estate,10/02/2017,12/02/2017,2,0,1,1
2016112618,desktop,De Vere Tortworth Estate,14/01/2017,15/01/2017,2,0,1,1
2016112618,desktop,De Vere Tortworth Estate,28/12/2016,29/12/2016,2,2,1,1
2016112618,desktop,De Vere Wotton House,24/12/2016,26/12/2016,2,0,1,1
2016112618,desktop,Oxford Spires Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112618,desktop,Oxford Spires Hotel,07/12/2016,08/12/2016,2,0,1,1
2016112618,desktop,Oxford Spires Hotel,24/12/2016,26/12/2016,2,0,1,1
2016112618,desktop,Oxford Spires Hotel,28/12/2016,30/12/2016,2,0,1,1
2016112618,desktop,Oxford Witney Hotel,06/12/2016,07/12/2016,2,0,1,1
2016112618,desktop,Oxfordshire,23/03/2017,25/03/2017,2,0,1,1
2016112618,desktop,The Bonham Hotel,01/12/2016,02/12/2016,2,0,1,1
2016112618,desktop,The Bonham Hotel,21/01/2017,23/01/2017,2,0,1,1
2016112618,desktop,The Bonham Hotel,27/12/2016,30/12/2016,2,0,1,1
2016112618,desktop,The Principal Edinburgh George...,12/06/2017,15/06/2017,2,0,1,1
2016112618,desktop,The Principal Edinburgh George...,14/02/2017,23/02/2017,2,0,1,1
2016112618,desktop,The Principal Manchester,14/02/2017,16/02/2017,2,0,1,1
2016112618,desktop,The Principal York,04/12/2016,08/12/2016,2,0,1,1
2016112618,desktop,The Principal York,11/06/2017,13/06/2017,2,0,1,1
2016112618,desktop,The Principal York,19/12/2016,21/12/2016,2,0,1,1
2016112618,desktop,The Roxburghe Hotel,01/12/2016,03/12/2016,2,0,1,1
2016112618,desktop,The Roxburghe Hotel,05/01/2017,06/01/2017,2,0,1,1
2016112618,desktop,The Roxburghe Hotel,21/01/2017,23/01/2017,2,0,1,1
2016112618,desktop,The Roxburghe Hotel,22/12/2016,23/12/2016,2,0,1,1
2016112618,desktop,The St David's Hotel,02/12/2016,03/12/2016,2,0,1,1
2016112618,desktop,The St David's Hotel,19/04/2017,20/04/2017,2,0,1,1
2016112618,desktop,Wychwood Park,01/12/2016,02/12/2016,2,0,1,1
2016112618,mobile,Blythswood Square Hotel,03/02/2017,05/02/2017,2,0,1,1
2016112618,mobile,Blythswood Square Hotel,08/12/2016,10/12/2016,2,0,1,1
2016112618,mobile,Blythswood Square Hotel,10/12/2016,11/12/2016,2,0,1,1
2016112618,mobile,Blythswood Square Hotel,13/01/2017,14/01/2017,2,0,1,1
2016112618,mobile,Blythswood Square Hotel,27/12/2016,29/12/2016,2,0,1,1
2016112618,mobile,Blythswood Square Hotel,28/01/2017,29/01/2017,2,0,1,1
2016112618,mobile,Blythswood Square Hotel,30/12/2016,31/12/2016,2,0,1,1
2016112618,mobile,Cheadle House,23/12/2016,28/12/2016,2,0,1,1
2016112618,mobile,De Vere Beaumont Estate,02/12/2016,03/12/2016,2,0,1,1
2016112618,mobile,De Vere Cranage Estate,30/12/2016,01/01/2017,2,2,1,1
2016112618,mobile,De Vere Cranage Estate,30/12/2016,02/01/2017,2,0,1,1
2016112618,mobile,De Vere Devonport House,06/12/2016,08/12/2016,2,0,1,1
2016112618,mobile,De Vere Horwood Estate,26/12/2016,27/12/2016,2,0,1,1
2016112618,mobile,De Vere Latimer Estate,26/12/2016,27/12/2016,2,0,1,1
2016112618,mobile,De Vere Orchard Hotel,05/12/2016,06/12/2016,2,0,1,1
2016112618,mobile,De Vere Oxford Thames,03/12/2016,04/12/2016,2,0,1,1
2016112618,mobile,De Vere Oxford Thames,10/12/2016,11/12/2016,2,0,1,1
2016112618,mobile,De Vere Oxford Thames,17/12/2016,19/12/2016,2,0,1,1
2016112618,mobile,De Vere Selsdon Estate,17/12/2016,18/12/2016,2,0,1,1
2016112618,mobile,De Vere Staverton Estate,02/12/2016,03/12/2016,2,0,1,1
2016112618,mobile,De Vere Theobalds Estate,26/05/2017,27/05/2017,2,2,1,1
2016112618,mobile,De Vere Theobalds Estate,26/11/2016,27/11/2016,2,0,2,2
2016112618,mobile,De Vere Theobalds Estate,26/12/2016,27/12/2016,2,0,1,1
2016112618,mobile,De Vere Tortworth Estate,17/12/2016,18/12/2016,2,0,1,1
2016112618,mobile,De Vere Tortworth Estate,21/01/2017,22/01/2017,2,0,1,1
2016112618,mobile,De Vere Tortworth Estate,27/01/2017,29/01/2017,2,0,1,1
2016112618,mobile,De Vere Wokefield Estate,04/12/2016,05/12/2016,2,2,1,1
2016112618,mobile,De Vere Wokefield Estate,27/11/2016,28/11/2016,2,2,1,1
2016112618,mobile,De Vere Wotton House,17/12/2016,18/12/2016,2,0,1,1
2016112618,mobile,De Vere Wotton House,24/02/2017,26/02/2017,2,0,1,1
2016112618,mobile,De Vere Wotton House,25/06/2017,27/06/2017,2,0,1,1
2016112618,mobile,De Vere Wotton House,31/12/2016,01/01/2017,2,0,1,1
2016112618,mobile,Grand Central Hotel,01/03/2017,02/03/2017,2,0,1,1
2016112618,mobile,Grand Central Hotel,16/12/2016,17/12/2016,2,0,1,1
2016112618,mobile,Grand Central Hotel,19/01/2017,20/01/2017,2,0,1,1
2016112618,mobile,Grand Central Hotel,20/02/2017,24/02/2017,2,0,1,1
2016112618,mobile,Grand Central Hotel,21/01/2017,22/01/2017,2,0,1,1
2016112618,mobile,Hunton Park,06/01/2017,07/01/2017,2,0,1,1
2016112618,mobile,New Place,17/03/2017,18/03/2017,2,0,1,1
2016112618,mobile,Oxford Spires Hotel,02/12/2016,05/12/2016,2,0,1,1
2016112618,mobile,Oxford Spires Hotel,29/12/2016,30/12/2016,2,1,1,1
2016112618,mobile,Oxford Spires Hotel,31/12/2016,02/01/2017,2,2,1,1
2016112618,mobile,Oxford Witney Hotel,16/12/2016,17/12/2016,2,0,1,1
2016112618,mobile,Ponsbourne Park,20/12/2016,21/12/2016,2,0,1,1
2016112618,mobile,The Principal Edinburgh George...,08/12/2016,11/12/2016,2,0,1,1
2016112618,mobile,The Principal Edinburgh George...,14/07/2017,15/07/2017,2,0,1,1
2016112618,mobile,The Principal Edinburgh George...,16/02/2017,19/02/2017,2,0,1,1
2016112618,mobile,The Principal Edinburgh George...,18/02/2017,19/02/2017,2,0,1,1
2016112618,mobile,The Principal Edinburgh George...,21/01/2017,22/01/2017,2,0,1,1
2016112618,mobile,The Principal Edinburgh George...,23/11/2017,26/11/2017,2,0,1,1
2016112618,mobile,The Principal Edinburgh George...,28/11/2016,29/11/2016,2,0,1,1
2016112618,mobile,The Principal Manchester,01/03/2017,03/03/2017,2,0,1,1
2016112618,mobile,The Principal Manchester,01/12/2016,03/12/2016,2,0,1,1
2016112618,mobile,The Principal Manchester,03/12/2016,04/12/2016,2,0,1,1
2016112618,mobile,The Principal Manchester,24/02/2017,26/02/2017,2,0,1,1
2016112618,mobile,The Principal Manchester,25/02/2017,26/02/2017,2,0,1,1
2016112618,mobile,The Principal Manchester,27/12/2016,28/12/2016,2,0,1,1
2016112618,mobile,The Principal York,21/01/2017,22/01/2017,2,0,1,1
2016112618,mobile,The Principal York,25/11/2017,26/11/2017,2,0,1,1
2016112618,mobile,The Principal York,26/11/2016,27/11/2016,2,0,1,1
2016112618,mobile,The Roxburghe Hotel,02/12/2016,03/12/2016,2,0,1,1
2016112618,mobile,The Roxburghe Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112618,mobile,The Roxburghe Hotel,08/02/2017,10/02/2017,2,0,1,1
2016112618,mobile,The Roxburghe Hotel,15/12/2016,16/12/2016,2,0,1,1
2016112618,mobile,The Roxburghe Hotel,20/01/2017,22/01/2017,2,0,1,1
2016112618,mobile,The St David's Hotel,03/01/2017,04/01/2017,2,0,1,1
2016112618,mobile,The St David's Hotel,09/12/2016,11/12/2016,2,0,1,1
2016112618,mobile,The St David's Hotel,10/12/2016,11/12/2016,2,0,1,1
2016112618,mobile,The St David's Hotel,12/01/2017,13/01/2017,2,0,1,1
2016112618,mobile,The St David's Hotel,13/01/2017,14/01/2017,2,0,1,1
2016112618,mobile,The St David's Hotel,13/01/2017,15/01/2017,2,0,1,1
2016112618,mobile,The St David's Hotel,20/01/2017,21/01/2017,2,0,1,1
2016112618,mobile,The St David's Hotel,24/12/2016,26/12/2016,2,0,1,1
2016112618,mobile,The St Johns Hotel,02/12/2016,03/12/2016,2,0,1,1
2016112618,mobile,The St Johns Hotel,10/06/2017,11/06/2017,2,0,1,1
2016112618,mobile,The St Johns Hotel,30/12/2016,31/12/2016,2,0,1,1
2016112618,mobile,Warbrook House,02/12/2016,03/12/2016,2,0,1,1
2016112618,mobile,Warbrook House,17/03/2017,18/03/2017,2,0,1,1
2016112618,mobile,Wychwood Park,26/11/2016,27/11/2016,2,0,1,1
2016112618,tablet,De Vere Cotswold Water Park,31/12/2016,01/01/2017,2,0,1,1
2016112618,tablet,De Vere Cotswold Water Park,31/12/2016,02/01/2017,2,0,1,1
2016112618,tablet,De Vere Devonport House,03/12/2016,04/12/2016,2,0,1,1
2016112618,tablet,De Vere Devonport House,12/02/2017,13/02/2017,2,0,1,1
2016112618,tablet,De Vere Horwood Estate,31/12/2016,01/01/2017,2,0,1,1
2016112618,tablet,De Vere Orchard Hotel,04/02/2017,05/02/2017,2,0,1,1
2016112618,tablet,De Vere Orchard Hotel,21/01/2017,22/01/2017,2,0,1,1
2016112618,tablet,De Vere Orchard Hotel,27/01/2017,28/01/2017,2,0,1,1
2016112618,tablet,De Vere Orchard Hotel,29/01/2017,30/01/2017,2,0,1,1
2016112618,tablet,De Vere Oxford Thames,01/12/2016,02/12/2016,2,0,1,1
2016112618,tablet,De Vere Oxford Thames,01/12/2016,03/12/2016,2,0,1,1
2016112618,tablet,De Vere Oxford Thames,08/12/2016,10/12/2016,2,0,1,1
2016112618,tablet,De Vere Oxford Thames,31/12/2016,01/01/2017,2,0,1,1
2016112618,tablet,De Vere Theobalds Estate,12/02/2017,13/02/2017,2,0,1,1
2016112618,tablet,De Vere Tortworth Estate,01/01/2017,02/01/2017,2,0,1,1
2016112618,tablet,De Vere Tortworth Estate,30/04/2017,01/05/2017,2,0,1,1
2016112618,tablet,De Vere Tortworth Estate,31/12/2016,01/01/2017,2,0,1,1
2016112618,tablet,Eastwood Hall,28/01/2017,29/01/2017,2,0,1,1
2016112618,tablet,Ettington Chase,31/12/2016,01/01/2017,2,0,1,1
2016112618,tablet,The Bonham Hotel,27/11/2016,28/11/2016,2,0,1,1
2016112618,tablet,The Derbyshire,29/11/2016,30/11/2016,2,0,1,1
2016112618,tablet,The Derbyshire,30/12/2016,02/01/2017,2,0,1,1
2016112618,tablet,The Principal Edinburgh George...,02/12/2016,05/12/2016,2,0,1,1
2016112618,tablet,The Principal Edinburgh George...,07/12/2016,08/12/2016,2,0,1,1
2016112618,tablet,The Principal York,02/12/2016,05/12/2016,2,0,1,1
2016112618,tablet,The Principal York,03/12/2016,04/12/2016,2,0,1,1
2016112618,tablet,The St David's Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112618,tablet,The St David's Hotel,27/01/2017,29/01/2017,2,0,1,1
2016112618,tablet,The St David's Hotel,28/01/2017,31/01/2017,2,0,1,1
2016112618,tablet,The St David's Hotel,29/12/2016,30/12/2016,2,0,1,1
2016112619,desktop,Blythswood Square Hotel,22/01/2017,23/01/2017,2,0,1,1
2016112619,desktop,Cheadle House,17/12/2016,18/12/2016,2,0,1,1
2016112619,desktop,Choose a destination,03/12/2016,04/12/2016,2,0,1,1
2016112619,desktop,Choose a destination,30/12/2016,02/01/2017,2,2,1,1
2016112619,desktop,De Vere Cotswold Water Park,03/12/2016,04/12/2016,2,0,1,1
2016112619,desktop,De Vere Cotswold Water Park,20/02/2017,22/02/2017,2,0,1,1
2016112619,desktop,De Vere Cranage Estate,07/12/2016,08/12/2016,2,0,1,1
2016112619,desktop,De Vere Cranage Estate,17/12/2016,18/12/2016,2,0,1,1
2016112619,desktop,De Vere Cranage Estate,28/11/2016,29/11/2016,2,0,2,2
2016112619,desktop,De Vere Devonport House,29/11/2016,30/11/2016,2,0,1,1
2016112619,desktop,De Vere Theobalds Estate,22/12/2016,28/12/2016,2,0,1,1
2016112619,desktop,De Vere Wokefield Estate,17/02/2017,18/02/2017,2,0,1,1
2016112619,desktop,Eastwood Hall,17/12/2016,18/12/2016,2,0,1,1
2016112619,desktop,Ettington Chase,02/12/2016,04/12/2016,2,0,1,1
2016112619,desktop,Ettington Chase,13/12/2016,14/12/2016,2,0,1,1
2016112619,desktop,Ettington Chase,27/01/2017,29/01/2017,2,0,1,1
2016112619,desktop,Ettington Chase,30/12/2016,31/12/2016,2,0,2,2
2016112619,desktop,Grand Central Hotel,12/01/2017,13/01/2017,2,0,1,1
2016112619,desktop,Grand Central Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112619,desktop,Grand Central Hotel,28/11/2016,29/11/2016,2,0,1,1
2016112619,desktop,Hunton Park,17/12/2016,18/12/2016,2,0,1,1
2016112619,desktop,London,15/12/2016,17/12/2016,2,0,1,1
2016112619,desktop,London,29/12/2016,31/12/2016,2,0,1,1
2016112619,desktop,Nottinghamshire,17/12/2016,18/12/2016,2,0,1,1
2016112619,desktop,Sedgebrook Hall,29/12/2016,31/12/2016,2,0,1,1
2016112619,desktop,The Derbyshire,17/12/2016,18/12/2016,2,0,1,1
2016112619,desktop,The Principal Edinburgh George...,19/12/2016,20/12/2016,2,0,1,1
2016112619,desktop,The Principal Manchester,09/12/2016,10/12/2016,2,2,1,1
2016112619,desktop,The Principal Manchester,10/12/2016,11/12/2016,2,0,1,1
2016112619,desktop,The Principal Manchester,31/12/2016,01/01/2017,2,0,1,1
2016112619,desktop,The Principal York,04/02/2017,05/02/2017,2,0,1,1
2016112619,desktop,The Principal York,14/04/2017,17/04/2017,2,2,1,1
2016112619,desktop,The Principal York,19/05/2017,21/05/2017,2,0,1,1
2016112619,desktop,The Principal York,27/11/2016,28/11/2016,2,0,1,1
2016112619,desktop,The Roxburghe Hotel,05/01/2017,06/01/2017,2,0,1,1
2016112619,desktop,The St Johns Hotel,02/12/2016,03/12/2016,2,0,1,1
2016112619,mobile,Blythswood Square Hotel,09/12/2016,10/12/2016,2,0,1,1
2016112619,mobile,Blythswood Square Hotel,17/02/2017,19/02/2017,2,0,1,1
2016112619,mobile,Blythswood Square Hotel,27/01/2017,28/01/2017,2,0,1,1
2016112619,mobile,Blythswood Square Hotel,28/04/2017,29/04/2017,2,0,1,1
2016112619,mobile,Cheadle House,08/12/2016,10/12/2016,2,0,1,1
2016112619,mobile,Choose a destination,17/02/2017,19/02/2017,2,0,1,1
2016112619,mobile,De Vere Cotswold Water Park,03/02/2017,05/02/2017,2,0,1,1
2016112619,mobile,De Vere Cotswold Water Park,22/12/2016,24/12/2016,2,2,1,1
2016112619,mobile,De Vere Cotswold Water Park,28/01/2017,29/01/2017,2,0,1,1
2016112619,mobile,De Vere Cotswold Water Park,28/12/2016,29/12/2016,2,0,2,2
2016112619,mobile,De Vere Cotswold Water Park,30/04/2017,01/05/2017,2,0,1,1
2016112619,mobile,De Vere Cotswold Water Park,31/12/2016,01/01/2017,2,0,1,1
2016112619,mobile,De Vere Cranage Estate,06/12/2016,07/12/2016,2,0,1,1
2016112619,mobile,De Vere Devonport House,07/01/2017,08/01/2017,2,2,1,1
2016112619,mobile,De Vere Devonport House,08/12/2016,09/12/2016,2,0,1,1
2016112619,mobile,De Vere Devonport House,09/12/2016,10/12/2016,2,0,1,1
2016112619,mobile,De Vere Devonport House,10/12/2016,11/12/2016,2,0,1,1
2016112619,mobile,De Vere Devonport House,14/01/2017,15/01/2017,2,2,1,1
2016112619,mobile,De Vere Horwood Estate,02/12/2016,04/12/2016,2,1,1,1
2016112619,mobile,De Vere Horwood Estate,27/11/2016,29/11/2016,2,1,1,1
2016112619,mobile,De Vere Orchard Hotel,31/12/2016,01/01/2017,2,1,1,1
2016112619,mobile,De Vere Oxford Thames,03/12/2016,04/12/2016,2,0,1,1
2016112619,mobile,De Vere Oxford Thames,08/12/2016,10/12/2016,2,0,1,1
2016112619,mobile,De Vere Oxford Thames,10/12/2016,11/12/2016,2,0,1,1
2016112619,mobile,De Vere Oxford Thames,31/12/2016,01/01/2017,2,1,1,1
2016112619,mobile,De Vere Selsdon Estate,03/12/2016,04/12/2016,2,0,1,1
2016112619,mobile,De Vere Selsdon Estate,21/01/2017,22/01/2017,2,0,1,1
2016112619,mobile,De Vere Staverton Estate,26/11/2016,27/11/2016,2,0,1,1
2016112619,mobile,De Vere Staverton Estate,31/12/2016,01/01/2017,2,1,1,1
2016112619,mobile,De Vere Tortworth Estate,10/03/2017,11/03/2017,2,0,1,1
2016112619,mobile,De Vere Tortworth Estate,13/05/2017,14/05/2017,2,0,1,1
2016112619,mobile,De Vere Tortworth Estate,17/02/2017,19/02/2017,2,0,1,1
2016112619,mobile,De Vere Tortworth Estate,25/02/2017,26/02/2017,2,0,1,1
2016112619,mobile,De Vere Tortworth Estate,26/11/2016,27/11/2016,2,0,1,1
2016112619,mobile,De Vere Wotton House,28/11/2016,29/11/2016,2,0,1,1
2016112619,mobile,Eastwood Hall,09/12/2016,11/12/2016,2,0,1,1
2016112619,mobile,Eastwood Hall,27/11/2016,28/11/2016,2,0,1,1
2016112619,mobile,Ettington Chase,18/12/2016,19/12/2016,2,0,1,1
2016112619,mobile,Gloucestershire,10/12/2016,11/12/2016,2,1,1,1
2016112619,mobile,Grand Central Hotel,02/02/2017,03/02/2017,2,0,1,1
2016112619,mobile,Grand Central Hotel,03/12/2016,05/12/2016,2,0,1,1
2016112619,mobile,Grand Central Hotel,27/01/2017,28/01/2017,2,0,1,1
2016112619,mobile,Hunton Park,03/12/2016,04/12/2016,2,0,1,1
2016112619,mobile,Hunton Park,08/01/2017,09/01/2017,2,0,1,1
2016112619,mobile,Milton Hill,15/03/2017,17/03/2017,2,0,1,1
2016112619,mobile,New Place,10/02/2017,12/02/2017,2,1,1,1
2016112619,mobile,Oxford Spires Hotel,27/11/2016,28/11/2016,2,0,1,1
2016112619,mobile,Oxford Witney Hotel,26/11/2016,27/11/2016,2,0,1,1
2016112619,mobile,Sedgebrook Hall,02/12/2016,04/12/2016,2,0,1,1
2016112619,mobile,Sedgebrook Hall,26/11/2016,27/11/2016,2,0,1,1
2016112619,mobile,Sunningdale Park,30/12/2016,31/12/2016,2,0,1,1
2016112619,mobile,The Derbyshire,03/12/2016,05/12/2016,2,0,1,1
2016112619,mobile,The Derbyshire,04/03/2017,05/03/2017,2,0,1,1
2016112619,mobile,The Derbyshire,04/12/2016,05/12/2016,2,0,1,1
2016112619,mobile,The Principal Manchester,03/12/2016,04/12/2016,2,0,1,1
2016112619,mobile,The Principal Manchester,16/12/2016,17/12/2016,2,0,1,1
2016112619,mobile,The Principal York,14/01/2017,15/01/2017,2,0,1,1
2016112619,mobile,The Principal York,20/12/2016,22/12/2016,2,0,1,1
2016112619,mobile,The Principal York,21/01/2017,22/01/2017,2,0,1,1
2016112619,mobile,The Principal York,26/11/2016,27/11/2016,2,0,1,1
2016112619,mobile,The Principal York,27/11/2016,28/11/2016,2,0,1,1
2016112619,mobile,The Roxburghe Hotel,30/12/2016,02/01/2017,2,0,1,1
2016112619,mobile,The St David's Hotel,06/01/2017,07/01/2017,2,0,1,1
2016112619,mobile,The St David's Hotel,08/01/2017,10/01/2017,2,0,1,1
2016112619,mobile,The St David's Hotel,21/01/2017,22/01/2017,2,0,1,1
2016112619,mobile,The St David's Hotel,29/03/2017,30/03/2017,2,0,1,1
2016112619,mobile,The St David's Hotel,30/03/2017,31/03/2017,2,0,1,1
2016112619,mobile,The St David's Hotel,31/12/2016,01/01/2017,2,0,1,1
2016112619,mobile,The St Johns Hotel,02/12/2016,03/12/2016,2,0,1,1
2016112619,mobile,The St Johns Hotel,30/11/2016,01/12/2016,2,0,1,1
2016112619,tablet,Blythswood Square Hotel,02/12/2016,03/12/2016,2,0,1,1
2016112619,tablet,De Vere Alexandra House,09/12/2016,10/12/2016,2,0,1,1
2016112619,tablet,De Vere Alexandra House,22/12/2016,23/12/2016,2,0,1,1
2016112619,tablet,De Vere Cotswold Water Park,05/03/2017,06/03/2017,2,0,1,1
2016112619,tablet,De Vere Cranage Estate,11/12/2016,12/12/2016,2,0,1,1
2016112619,tablet,De Vere Selsdon Estate,03/12/2016,04/12/2016,2,0,1,1
2016112619,tablet,De Vere Tortworth Estate,07/01/2017,04/02/2017,2,1,1,1
2016112619,tablet,De Vere Tortworth Estate,07/01/2017,08/01/2017,2,1,1,1
2016112619,tablet,De Vere Tortworth Estate,15/04/2017,22/04/2017,2,2,1,1
2016112619,tablet,De Vere Tortworth Estate,17/12/2016,18/12/2016,2,1,1,1
2016112619,tablet,De Vere Tortworth Estate,27/12/2016,29/12/2016,2,0,1,1
2016112619,tablet,De Vere Wotton House,07/01/2017,13/01/2017,2,1,1,1
2016112619,tablet,Hunton Park,20/12/2016,21/12/2016,2,2,1,1
2016112619,tablet,Milton Hill,02/06/2017,04/06/2017,2,0,1,1
2016112619,tablet,New Place,22/01/2017,24/01/2017,2,0,1,1
2016112619,tablet,Oxford Witney Hotel,08/12/2016,10/12/2016,2,0,1,1
2016112619,tablet,Sedgebrook Hall,02/12/2016,03/12/2016,2,0,1,1
2016112619,tablet,The Bonham Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112619,tablet,The Principal Edinburgh George...,07/01/2017,08/01/2017,2,0,1,1
2016112619,tablet,The Principal Edinburgh George...,07/01/2017,09/01/2017,2,0,1,1
2016112619,tablet,The Principal Edinburgh George...,19/12/2016,21/12/2016,2,0,1,1
2016112619,tablet,The Principal Manchester,04/03/2017,05/03/2017,2,0,1,1
2016112619,tablet,The Principal Manchester,06/01/2017,08/01/2017,2,0,1,1
2016112619,tablet,The Principal Manchester,30/11/2016,01/12/2016,2,0,1,1
2016112619,tablet,The Principal York,01/12/2016,05/12/2016,2,0,1,1
2016112619,tablet,The Principal York,09/02/2017,13/02/2017,2,0,1,1
2016112619,tablet,The Principal York,27/01/2017,29/01/2017,2,0,1,1
2016112619,tablet,The Principal York,29/12/2016,01/01/2017,2,0,1,1
2016112619,tablet,The Roxburghe Hotel,07/12/2016,09/12/2016,2,0,1,1
2016112619,tablet,The St David's Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112619,tablet,The St David's Hotel,14/04/2017,15/04/2017,2,0,1,1
2016112619,tablet,The St David's Hotel,16/12/2016,18/12/2016,2,0,1,1
2016112619,tablet,The St David's Hotel,19/01/2017,20/01/2017,2,0,1,1
2016112619,tablet,The St David's Hotel,28/12/2016,29/12/2016,2,0,1,1
2016112619,tablet,The St David's Hotel,30/11/2016,01/12/2016,2,0,1,1
2016112619,tablet,The St David's Hotel,31/12/2016,01/01/2017,2,3,1,1
2016112619,tablet,Wiltshire,09/12/2016,10/12/2016,2,0,1,1
2016112620,desktop,Blythswood Square Hotel,02/12/2016,04/12/2016,2,0,1,1
2016112620,desktop,Blythswood Square Hotel,03/12/2016,04/12/2016,2,0,1,1
2016112620,desktop,Blythswood Square Hotel,04/04/2017,05/04/2017,2,0,1,1
